ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Family_Glottocode,Family_Name
jenn1240,Jennu Kurumba,Eurasia,11.5041,76.5767,jenn1240,xuj,drav1251,Dravidian
kusu1250,Kusunda,Eurasia,29.1766,80.6309,kusu1250,kgg,,
even1259,Evenki,Eurasia,53.85,108.626,even1259,evn,tung1282,Tungusic
yany1243,Yanyuwa,Australia,-15.7621,136.055,yany1243,jao,pama1250,Pama-Nyungan
paok1235,Pa'o Karen,Eurasia,20.211,97.5969,paok1235,blk,sino1245,Sino-Tibetan
awin1248,Awing,Africa,5.88362,10.264,awin1248,azo,atla1278,Atlantic-Congo
mewa1250,Mewati,Eurasia,27.736,76.947,mewa1250,wtm,indo1319,Indo-European
minj1242,Minjangbal,Australia,,,minj1242,xjb,pama1250,Pama-Nyungan
jola1262,Jola-Esulalu,Africa,12.5089,-16.5539,jola1262,csk,atla1278,Atlantic-Congo
weno1238,Wobe-Wè Northern,Africa,7.40391,-7.24617,weno1238,wob,atla1278,Atlantic-Congo
ekpe1253,Ekpeye,Africa,5.06715,6.53362,ekpe1253,ekp,atla1278,Atlantic-Congo
sene1264,Seneca,North America,42.56,-77.53,sene1264,see,iroq1247,Iroquoian
nawd1238,Nawdm,Africa,7.17037,0.58553,nawd1238,nmz,atla1278,Atlantic-Congo
yaga1260,Yagaria,Papunesia,-6.32432,145.388,yaga1260,ygr,nucl1709,Nuclear Trans New Guinea
hain1253,Hainyaxo Bozo,Africa,13.8734,-5.65085,hain1253,bzx,mand1469,Mande
chim1300,Chimalapa Zoque,North America,16.6543,-94.6913,chim1300,zoh,mixe1284,Mixe-Zoque
mala1464,Malayalam,Eurasia,9.59208,76.7651,mala1464,mal,drav1251,Dravidian
shon1251,Shona,Africa,-17.20849,29.75725,shon1251,sna,atla1278,Atlantic-Congo
mith1236,Mithaka,Australia,-25.13606725,139.598447,mith1236,,pama1250,Pama-Nyungan
mose1249,Mosetén-Chimané,South America,-14.64448,-67.83756,mose1249,cas,,
kich1262,K'iche',North America,14.5278,-91.1696,kich1262,quc,maya1287,Mayan
mode1248,Modern Greek,Eurasia,42.3224,24.8699,mode1248,ell,indo1319,Indo-European
jung1240,Jungle Inga,South America,0.88872,-76.6593,jung1240,inj,quec1387,Quechuan
karb1241,Hills Karbi,Eurasia,25.7317,93.0462,karb1241,mjw,sino1245,Sino-Tibetan
nobi1240,Nobiin,Africa,22.8142,31.8376,nobi1240,fia,nubi1251,Nubian
bena1262,Bena (Tanzania),Africa,-9.26671,35.0364,bena1262,bez,atla1278,Atlantic-Congo
digo1242,Digor,Eurasia,,,digo1242,oss,indo1319,Indo-European
rong1268,Ronga,Africa,-26.7329,32.6167,rong1268,rng,atla1278,Atlantic-Congo
bidy1243,Bidyara,Australia,-25.555,146.147,bidy1243,bym,pama1250,Pama-Nyungan
bara1380,Barasana-Eduria,South America,0.02193,-70.808,bara1380,bsn,tuca1253,Tucanoan
apro1235,Aproumu Aizi,Africa,5.20273,-4.52192,apro1235,ahp,atla1278,Atlantic-Congo
aari1239,Aari,Africa,5.95034,36.5721,aari1239,aiw,sout2845,South Omotic
hueh1236,Huehuetla Tepehua,North America,20.6189,-97.9347,hueh1236,tee,toto1251,Totonacan
nyab1255,Nyabwa,Africa,6.87615,-6.84428,nyab1255,nwb,atla1278,Atlantic-Congo
nyam1277,Nyambo,Africa,-1.6096,30.9156,nyam1277,now,atla1278,Atlantic-Congo
jiar1240,Northern Gyalrong,Eurasia,31.60295,102.22875,jiar1240,jya,sino1245,Sino-Tibetan
vach1239,Vach Khanty,Eurasia,,,vach1239,,ural1272,Uralic
mpal1238,Mpalitjanh,Australia,,,mpal1238,xpj,pama1250,Pama-Nyungan
nisg1240,Nisga'a,North America,55.199,-129.192,nisg1240,ncg,tsim1258,Tsimshian
kamb1297,Kamba (Kenya),Africa,-1.60827,37.9532,kamb1297,kam,atla1278,Atlantic-Congo
sena1262,Senara Sénoufo,Africa,10.4987,-5.28216,sena1262,seq,atla1278,Atlantic-Congo
umpi1239,Umpila,Australia,-13.1528,143.467,umpi1239,ump,pama1250,Pama-Nyungan
kara1476,Karadjeri,Australia,-18.6771,122.334,kara1476,gbd,pama1250,Pama-Nyungan
ajab1235,Aja (Benin),Africa,7.06634,1.64992,ajab1235,ajg,atla1278,Atlantic-Congo
acha1249,Longchuan Achang,Eurasia,24.3479,97.7438,acha1249,acn,sino1245,Sino-Tibetan
shan1277,Shan,Eurasia,21.5995,98.0342,shan1277,shn,taik1256,Tai-Kadai
ngan1291,Nganasan,Eurasia,73.1354,86.2106,ngan1291,nio,ural1272,Uralic
ngba1285,Ngbaka Minagende,Africa,2.98887,18.994,ngba1285,nga,atla1278,Atlantic-Congo
kurr1243,Kurrama,Australia,-22.2134,117.51,kurr1243,vku,pama1250,Pama-Nyungan
mawa1270,Mawa (Chad),Africa,11.7461,18.2999,mawa1270,mcw,afro1255,Afro-Asiatic
mehi1240,Mehináku,South America,-12.5364,-53.521,mehi1240,mmh,araw1281,Arawakan
kagu1239,Kagulu,Africa,-6.38204,37.0534,kagu1239,kki,atla1278,Atlantic-Congo
wang1289,Wanggamala,Australia,-24.7022,137.433,wang1289,wnm,pama1250,Pama-Nyungan
kaum1238,Kauma,Africa,,,kaum1238,nyf,atla1278,Atlantic-Congo
mboc1235,Mbo (Cameroon),Africa,5.13981,9.92766,mboc1235,mbo,atla1278,Atlantic-Congo
ngar1287,Ngarluma,Australia,-20.9235,117.203,ngar1287,nrl,pama1250,Pama-Nyungan
nige1253,Hausa States Fulfulde,Africa,10.9972,11.1188,nige1253,fuv,atla1278,Atlantic-Congo
boun1243,Bouna Kulango,Africa,8.46011,-2.74627,boun1243,nku,atla1278,Atlantic-Congo
balt1258,Balti,Eurasia,34.4491,77.2859,balt1258,bft,sino1245,Sino-Tibetan
alla1248,Alladian,Africa,5.22371,-4.42647,alla1248,ald,atla1278,Atlantic-Congo
gurd1238,Gurdjar,Australia,-17.1653,141.145,gurd1238,gdj,pama1250,Pama-Nyungan
yugu1249,Yugumbir,Australia,,,yugu1249,xjb,pama1250,Pama-Nyungan
halk1245,Halkomelem,North America,48.0751,-122.029,halk1245,hur,sali1255,Salishan
tsam1247,Tsamai,Africa,5.3097,36.9139,tsam1247,tsb,afro1255,Afro-Asiatic
nort2647,Northwestern Pakhto,Eurasia,,,nort2647,pbu,indo1319,Indo-European
tama1331,Tama (Chad),Africa,14.332,21.9951,tama1331,tma,tama1329,Tamaic
tigr1271,Tigrinya,Africa,15.3359,38.9266,tigr1271,tir,afro1255,Afro-Asiatic
jauj1238,Jauja Wanca Quechua,South America,-11.6747,-75.2786,jauj1238,qxw,quec1387,Quechuan
nias1242,Nias,Papunesia,0.90691,97.4961,nias1242,nia,aust1307,Austronesian
moyo1238,Moyon,Eurasia,24.4793,94.3421,moyo1238,nmo,sino1245,Sino-Tibetan
yari1243,Yari-Yari,,,,yari1243,,pama1250,Pama-Nyungan
pemo1248,Pemon,South America,4.97031,-61.4033,pemo1248,aoc,cari1283,Cariban
komo1260,Komo (Democratic Republic of Congo),Africa,-0.76333,26.7144,komo1260,kmw,atla1278,Atlantic-Congo
kari1304,Kariyarra,Australia,-20.445,118.613,kari1304,vka,pama1250,Pama-Nyungan
dira1238,Dirari,Australia,-28.7992,138.078,dira1238,dit,pama1250,Pama-Nyungan
moro1284,Morokodo,Africa,5.5103,30.0229,moro1284,mgc,cent2225,Central Sudanic
sout2674,South Saami,Eurasia,62.8801,13.7006,sout2674,sma,ural1272,Uralic
omag1248,Omagua,South America,-3.526,-69.1667,omag1248,omg,tupi1275,Tupian
mori1278,Morisyen,Africa,-20.2613,57.5517,mori1278,mfe,indo1319,Indo-European
west2441,Western Arrarnta,Australia,-24.05052,133.24621,west2441,are,pama1250,Pama-Nyungan
kamb1316,Kambaata,Africa,7.37582,37.9088,kamb1316,ktb,afro1255,Afro-Asiatic
yawa1260,Yawanawa,South America,-8.87563,-71.8199,yawa1260,ywn,pano1259,Pano-Tacanan
mats1244,Matsés,South America,-5.73914,-72.6281,mats1244,mcf,pano1259,Pano-Tacanan
kekc1242,Kekchí,North America,15.3788,-89.2452,kekc1242,kek,maya1287,Mayan
huam1248,Huamalíes-Dos de Mayo Huánuco Quechua,South America,-9.15718,-76.3372,huam1248,qvh,quec1387,Quechuan
otor1240,Otoro,Africa,11.1187,30.573,otor1240,otr,heib1242,Heibanic
moch1259,Mochica,South America,-8.01667,-79.0,moch1259,omc,,
baba1264,Baba,Africa,6.11222,10.5216,baba1264,bbw,atla1278,Atlantic-Congo
mang1382,Mangerr,Australia,-12.2391,132.973,mang1382,zme,giim1238,Giimbiyu
djee1236,Djeebbana,Australia,-12.0133,134.097,djee1236,djj,mani1293,Maningrida
mbuk1243,Mbuko,Africa,10.7788,14.1677,mbuk1243,mqb,afro1255,Afro-Asiatic
lepc1244,Lepcha,Eurasia,27.0869,88.5726,lepc1244,lep,sino1245,Sino-Tibetan
lowe1436,Lower Southern Aranda,Australia,-26.3,135.4,lowe1436,axl,pama1250,Pama-Nyungan
choc1276,Choctaw,North America,33.8993,-94.819,choc1276,cho,musk1252,Muskogean
saek1240,Saek,Eurasia,17.4558,104.787,saek1240,skb,taik1256,Tai-Kadai
eyak1241,Eyak,North America,60.4232,-144.762,eyak1241,eya,atha1245,Athabaskan-Eyak-Tlingit
diri1252,Diriku,Africa,-18.1681,20.6678,diri1252,diu,atla1278,Atlantic-Congo
agua1253,Aguaruna,South America,-5.30044,-77.9218,agua1253,agr,jiva1245,Chicham
hupd1244,Hupdë,South America,0.58622,-69.8359,hupd1244,jup,nada1235,Nadahup
kuot1243,Kuot,Papunesia,-3.06952,151.537,kuot1243,kto,,
boro1277,Boro (Ethiopia),Africa,10.6596,35.345,boro1277,bwo,gong1255,Ta-Ne-Omotic
izii1239,Izi,Africa,6.33,8.0,izii1239,izz,atla1278,Atlantic-Congo
fuln1247,Fulniô,South America,-9.02591,-37.1402,fuln1247,fun,,
ngar1286,Ngarla on the Ashburton river south of the Hamersley range,Australia,,,ngar1286,nlr,book1242,Bookkeeping
tuni1252,Tunica,North America,30.9888,-92.5403,tuni1252,tun,,
fonn1241,Fon,Africa,7.15484,1.66495,fonn1241,fon,atla1278,Atlantic-Congo
nepa1253,Nepali Kurux,Eurasia,26.72057,86.00255,nepa1253,kxl,drav1251,Dravidian
yuec1235,Yue Chinese,Eurasia,23.0,113.0,yuec1235,yue,sino1245,Sino-Tibetan
nyaw1247,Nyawaygi,Australia,-18.8743,146.216,nyaw1247,nyt,pama1250,Pama-Nyungan
ndut1239,Ndut,Africa,14.925,-16.9811,ndut1239,ndv,atla1278,Atlantic-Congo
samo1303,Samo,Papunesia,-6.15496,142.195,samo1303,smq,east2433,East Strickland
band1337,Bandjigali,Australia,-30.0771,143.282,band1337,bjd,book1242,Bookkeeping
buwa1243,Buwal,Africa,10.6151,13.8838,buwa1243,bhs,afro1255,Afro-Asiatic
yamb1252,Yambeta,Africa,4.83615,10.9369,yamb1252,yat,atla1278,Atlantic-Congo
kwaz1243,Kwaza,South America,-11.6667,-61.1833,kwaz1243,xwa,,
baan1242,Baangi,Africa,10.8083,5.7261,baan1242,bqx,atla1278,Atlantic-Congo
west2600,West Makian,Papunesia,0.45332,127.63,west2600,mqs,nort2923,North Halmahera
koas1236,Koasati,North America,30.4096,-92.709,koas1236,cku,musk1252,Muskogean
rutu1240,Rutul,Eurasia,41.6187,47.3244,rutu1240,rut,nakh1245,Nakh-Daghestanian
yawa1258,Yawarawarga,Australia,-26.7334,140.871,yawa1258,yww,pama1250,Pama-Nyungan
masa1299,Masaaba,Africa,1.05906,34.2829,masa1299,myx,atla1278,Atlantic-Congo
lama1275,Lama (Togo),Africa,8.66954,0.833293,lama1275,las,atla1278,Atlantic-Congo
katc1249,Katcha-Kadugli-Miri,Africa,10.8423,29.4914,katc1249,xtc,kadu1256,Kadugli-Krongo
shua1257,Shuar,South America,-3.45136,-78.1892,shua1257,jiv,jiva1245,Chicham
sout2949,Southern Kiwai,Papunesia,-8.64889,143.244,sout2949,kjd,kiwa1251,Kiwaian
nucl1347,Wolof,Africa,15.2534,-15.383,nucl1347,wol,atla1278,Atlantic-Congo
nyah1250,Nyahkur,Eurasia,15.8909,101.515,nyah1250,cbn,aust1305,Austroasiatic
ango1258,Angolar,Africa,0.11438,6.59486,ango1258,aoa,indo1319,Indo-European
hela1238,Lamjung-Melamchi Yolmo,Eurasia,27.9212,85.6289,hela1238,scp,sino1245,Sino-Tibetan
bell1243,Bella Coola,North America,52.3448,-126.689,bell1243,blc,sali1255,Salishan
tena1240,Tena Lowland Quichua,South America,-0.76271,-77.5404,tena1240,quw,quec1387,Quechuan
tiwi1244,Tiwi,Australia,-11.6308,130.949,tiwi1244,tiw,,
kara1462,Taiga Sayan Turkic,Eurasia,53.7145,98.3792,kara1462,kim,turk1311,Turkic
nort2784,Northern Nuni,Africa,12.131,-2.98206,nort2784,nuv,atla1278,Atlantic-Congo
guro1248,Guro,Africa,7.34954,-6.31154,guro1248,goa,mand1469,Mande
sgaw1245,S'gaw Karen,Eurasia,17.9872,97.7126,sgaw1245,ksw,sino1245,Sino-Tibetan
west2392,Western Mari,Eurasia,56.22,46.569,west2392,mrj,ural1272,Uralic
emai1241,Emai-Iuleha-Ora,Africa,7.09089,5.84494,emai1241,ema,atla1278,Atlantic-Congo
tsot1241,Tsotso,Africa,0.2975,34.6961,tsot1241,lto,atla1278,Atlantic-Congo
samr1245,Samre or Siem Reap,Eurasia,13.479,103.978,samr1245,sxm,book1242,Bookkeeping
woiw1237,Woiwurrung,Australia,-37.64264501,145.5879962,woiw1237,wyi,pama1250,Pama-Nyungan
pero1241,Pero,Africa,9.62092,11.044,pero1241,pip,afro1255,Afro-Asiatic
bafi1243,Bafia,Africa,4.72603,11.0982,bafi1243,ksf,atla1278,Atlantic-Congo
phal1254,Phalura,Eurasia,35.5096,71.8421,phal1254,phl,indo1319,Indo-European
bani1255,Baniwa do Icana,South America,2.17859,-67.7704,bani1255,bwi,araw1281,Arawakan
tofi1235,Tofin Gbe,Africa,6.51774,2.43226,tofi1235,tfi,atla1278,Atlantic-Congo
shan1282,Shanga,Africa,11.2752,4.41464,shan1282,sho,mand1469,Mande
nucl1696,Tangale,Africa,9.75444,11.3228,nucl1696,tan,afro1255,Afro-Asiatic
meen1242,Me'en,Africa,6.63207,35.6255,meen1242,mym,surm1244,Surmic
chen1255,Chenchu,Eurasia,15.8787,79.2534,chen1255,cde,drav1251,Dravidian
guja1253,Gujari,Eurasia,34.3768,73.1461,guja1253,gju,indo1319,Indo-European
fang1246,Fang (Equatorial Guinea),Africa,1.723965,11.61454,fang1246,fan,atla1278,Atlantic-Congo
nava1243,Navajo,North America,36.2106,-110.082,nava1243,nav,atha1245,Athabaskan-Eyak-Tlingit
bali1278,Balinese,Papunesia,-8.35714,115.075,bali1278,ban,aust1307,Austronesian
kpan1246,Kpan,Africa,7.58343,10.1642,kpan1246,kpk,atla1278,Atlantic-Congo
sand1273,Sandawe,Africa,-5.26918,35.4808,sand1273,sad,,
kara1478,Karang,Africa,8.01727,15.2114,kara1478,kzr,atla1278,Atlantic-Congo
teke1280,Teke-Kukuya,Africa,-2.27122,14.4407,teke1280,kkw,atla1278,Atlantic-Congo
pate1247,Patep,Papunesia,-6.91988,146.639,pate1247,ptp,aust1307,Austronesian
sind1272,Sindhi,Eurasia,26.0,69.0,sind1272,snd,indo1319,Indo-European
east2304,Eastern Balochi,Eurasia,28.0,62.0,east2304,bgp,indo1319,Indo-European
anga1288,Angami Naga,Eurasia,25.6841,93.8668,anga1288,njm,sino1245,Sino-Tibetan
cent1989,Central Khmer,Eurasia,12.0515,105.015,cent1989,khm,aust1305,Austroasiatic
cher1271,Cherepon,Africa,6.05387,-0.10955,cher1271,cpn,atla1278,Atlantic-Congo
gagn1235,Gagnoa Bété,Africa,6.10051,-5.9701,gagn1235,btg,atla1278,Atlantic-Congo
kitu1246,Kituba (Democratic Republic of Congo),Africa,-2.29601,17.1548,kitu1246,ktu,atla1278,Atlantic-Congo
kaya1319,Kayardild,Australia,-17.0695,139.489,kaya1319,gyd,tang1340,Tangkic
newa1246,Kathmandu Valley Newari,Eurasia,27.2614,84.9577,newa1246,new,sino1245,Sino-Tibetan
east2563,Eastern Cham,Eurasia,11.2853,108.49,east2563,cjm,aust1307,Austronesian
kiri1254,Kirike,Africa,4.41126,6.98938,kiri1254,okr,ijoi1239,Ijoid
basq1248,Basque,Eurasia,43.2787,-1.31622,basq1248,eus,,
tuuu1240,Tu,Eurasia,36.8177,102.117,tuuu1240,mjg,mong1329,Mongolic
friu1240,Friulian,Eurasia,46.1473,13.0493,friu1240,fur,indo1319,Indo-European
peve1243,Peve,Africa,9.16111,14.441,peve1243,lme,afro1255,Afro-Asiatic
xipa1240,Xipaya,South America,-4.133,-49.948,xipa1240,xiy,tupi1275,Tupian
kura1250,Kuranko,Africa,9.49325,-10.6122,kura1250,knk,mand1469,Mande
movi1243,Movima,South America,-13.8115,-65.6348,movi1243,mzp,,
qima1242,Qimant,Africa,12.8119,37.0542,qima1242,ahg,afro1255,Afro-Asiatic
akan1250,Akan,Africa,6.34756,-1.33254,akan1250,aka,atla1278,Atlantic-Congo
avac1239,Avá-Canoeiro,South America,-13.6081,-48.1336,avac1239,avv,tupi1275,Tupian
wamb1258,Wambayan,Australia,-17.496,135.683,wamb1258,wmb,mirn1241,Mirndi
kama1373,Kamayurá,South America,-12.2661,-53.4651,kama1373,kay,tupi1275,Tupian
doma1258,Domari,Eurasia,32.0,35.0,doma1258,rmt,indo1319,Indo-European
gaaa1244,Ga,Africa,5.65488,-0.18598,gaaa1244,gaa,atla1278,Atlantic-Congo
coma1245,Comanche,North America,34.5701,-98.424,coma1245,com,utoa1244,Uto-Aztecan
khan1273,Kazym-Berezover-Suryskarer Khanty,Eurasia,62.4308,66.1218,khan1273,kca,ural1272,Uralic
adny1235,Adnyamathanha,Australia,-30.1451,138.671,adny1235,adt,pama1250,Pama-Nyungan
keli1248,Keliko,Africa,3.56039,30.556,keli1248,kbo,cent2225,Central Sudanic
avar1256,Avar,Eurasia,41.7047,46.558,avar1256,ava,nakh1245,Nakh-Daghestanian
cacu1241,Kakua,South America,0.88778,-69.5659,cacu1241,cbv,kaku1242,Kakua-Nukak
cent2050,Central Kanuri,Africa,11.8863,16.3918,cent2050,knc,saha1256,Saharan
lang1324,Lango (Uganda),Africa,2.13867,33.0553,lang1324,laj,nilo1247,Nilotic
kond1295,Konda-Dora,Eurasia,18.26754,82.93402,kond1295,kfc,drav1251,Dravidian
bulu1251,Bulu (Cameroon),Africa,3.16141,11.6365,bulu1251,bum,atla1278,Atlantic-Congo
meru1245,Meru,Africa,0.26484,37.7396,meru1245,mer,atla1278,Atlantic-Congo
tedi1235,Tedim Chin,Eurasia,23.6079,93.519,tedi1235,ctd,sino1245,Sino-Tibetan
wayi1238,Wayilwan,Australia,,,wayi1238,wyb,pama1250,Pama-Nyungan
beja1238,Beja,Africa,17.2436,36.6666,beja1238,bej,afro1255,Afro-Asiatic
koor1239,Koorete,Africa,5.80545,37.8679,koor1239,kqy,gong1255,Ta-Ne-Omotic
nort2972,Northern Emberá,South America,7.12761,-77.574,nort2972,emp,choc1280,Chocoan
mwan1250,Mwan,Africa,7.87533,-5.94577,mwan1250,moa,mand1469,Mande
apal1257,Apalaí,South America,1.49792,-54.7457,apal1257,apy,cari1283,Cariban
ahan1243,Ahanta,Africa,4.85147,-1.94657,ahan1243,aha,atla1278,Atlantic-Congo
yuqu1240,Yuqui,South America,-16.7875,-64.9438,yuqu1240,yuq,tupi1275,Tupian
nucl1235,Eastern Armenian,Eurasia,40.0,45.0,nucl1235,hye,indo1319,Indo-European
gand1255,Ganda,Africa,0.66884,32.15153,gand1255,lug,atla1278,Atlantic-Congo
sout2832,Southwestern Dinka,Africa,8.81115,28.0613,sout2832,dik,nilo1247,Nilotic
ncan1245,Ncane,Africa,6.50696,10.5312,ncan1245,ncr,atla1278,Atlantic-Congo
erzy1239,Erzya,Eurasia,52.8548,45.3901,erzy1239,myv,ural1272,Uralic
marw1260,Marwari (India),Eurasia,27.002,75.0656,marw1260,rwr,indo1319,Indo-European
kaby1243,Kabyle,Africa,36.4103,4.76137,kaby1243,kab,afro1255,Afro-Asiatic
ambu1247,Ambulas,Papunesia,-3.7801,143.059,ambu1247,abt,nduu1242,Ndu
siri1273,Sirionó,South America,-15.5298,-63.9688,siri1273,srq,tupi1275,Tupian
yidi1250,Yidiñ,Australia,-17.1332,145.876,yidi1250,yii,pama1250,Pama-Nyungan
bamu1253,Bamun,Africa,5.49017,10.8477,bamu1253,bax,atla1278,Atlantic-Congo
nyaw1245,Nyaw,Eurasia,17.1213,104.151,nyaw1245,nyw,taik1256,Tai-Kadai
adan1251,Adang,Papunesia,-8.18958,124.448,adan1251,adn,timo1261,Timor-Alor-Pantar
lama1288,Lamang,Africa,11.0243,13.7362,lama1288,hia,afro1255,Afro-Asiatic
suru1263,Suruahá,South America,-6.82525,-66.3146,suru1263,swx,araw1282,Arawan
mmen1238,Mmen,Africa,6.43213,10.2541,mmen1238,bfm,atla1278,Atlantic-Congo
alya1239,Alyawarr,Australia,-21.0427,136.835,alya1239,aly,pama1250,Pama-Nyungan
hang1263,Hanga Hundi,Papunesia,-3.90364,142.849,hang1263,wos,nduu1242,Ndu
pare1272,Parecís,South America,-14.5929,-57.4059,pare1272,pab,araw1281,Arawakan
bili1260,Bilin,Africa,15.7833,38.3917,bili1260,byn,afro1255,Afro-Asiatic
nort2976,North Bolivian Quechua,South America,-14.4014,-68.7894,nort2976,qul,quec1387,Quechuan
achi1257,Achinese,Eurasia,3.90757,96.6032,achi1257,ace,aust1307,Austronesian
tumt1243,Tumtum,Africa,10.6378,30.4128,tumt1243,tbr,kadu1256,Kadugli-Krongo
fuli1240,Fuliiru,Africa,-3.04022,28.9865,fuli1240,flr,atla1278,Atlantic-Congo
kabi1261,Kabiyé,Africa,8.96816,0.495023,kabi1261,kbp,atla1278,Atlantic-Congo
rajb1243,Rajbanshi,Eurasia,26.521945,88.038582,rajb1243,rjs,indo1319,Indo-European
copi1238,Copi,Africa,,,copi1238,cce,atla1278,Atlantic-Congo
djau1244,Jawoyn,Australia,-14.1361,133.002,djau1244,djn,gunw1250,Gunwinyguan
xere1240,Xerénte,South America,-9.59426,-48.2629,xere1240,xer,nucl1710,Nuclear-Macro-Je
reye1240,Reyesano,South America,-14.8333,-67.0833,reye1240,rey,pano1259,Pano-Tacanan
brib1243,Bribri,North America,9.39794,-83.0539,brib1243,bzd,chib1249,Chibchan
nucl1649,Southern-Coastal Tsimshian,North America,52.59103,-128.544545,nucl1649,tsi,tsim1258,Tsimshian
croa1245,Croatian,Eurasia,45.2006,16.826,croa1245,hrv,indo1319,Indo-European
liby1240,Libyan Arabic,Africa,22.0032,15.0014,liby1240,ayl,afro1255,Afro-Asiatic
holo1240,Holoholo,Africa,-5.37545,28.3274,holo1240,hoo,atla1278,Atlantic-Congo
gbay1281,Gbaya-Mbodomo,Africa,4.800365,14.606865,gbay1281,gmm,atla1278,Atlantic-Congo
kuan1247,Kuanyama,Africa,-17.7176,16.58,kuan1247,kua,atla1278,Atlantic-Congo
ekar1243,Ekari,Papunesia,-3.88974,136.018,ekar1243,ekg,nucl1709,Nuclear Trans New Guinea
nort2966,Northern Pomo,North America,39.1084,-123.209,nort2966,pej,pomo1273,Pomoan
kokn1236,Kok-Nar,Australia,-16.181,141.608,kokn1236,gko,pama1250,Pama-Nyungan
kach1280,Southern Jinghpaw,Eurasia,25.4634,97.3278,kach1280,kac,sino1245,Sino-Tibetan
west2397,Western Bru,Eurasia,16.4906,104.754,west2397,brv,aust1305,Austroasiatic
bang1356,Bangolan,Africa,6.0125,10.667,bang1356,bgj,atla1278,Atlantic-Congo
mulu1243,Muluridyi,Australia,-17.0601,145.329,mulu1243,vmu,pama1250,Pama-Nyungan
bako1249,Bakoko,Africa,3.56518,9.99905,bako1249,bkh,atla1278,Atlantic-Congo
walm1241,Walmajarri,Australia,-19.7229,126.113,walm1241,wmt,pama1250,Pama-Nyungan
kaxa1239,Kaxararí,South America,-9.47288,-66.3329,kaxa1239,ktx,pano1259,Pano-Tacanan
kela1255,Kela (Papua New Guinea),Papunesia,-7.47103,147.173,kela1255,kcl,aust1307,Austronesian
dhud1236,Dhudhuroa,Australia,-36.95881441,147.0450379,dhud1236,,pama1250,Pama-Nyungan
kung1261,North-Central Ju,Africa,-21.92,18.0,kung1261,knw,kxaa1236,Kxa
mbar1254,Mbara-Yanga,Australia,-19.29,142.475904,mbar1254,mvl,pama1250,Pama-Nyungan
mara1404,Maranao,Papunesia,7.79414,124.175,mara1404,mrw,aust1307,Austronesian
palo1243,Palor,Africa,14.8628,-16.9557,palo1243,fap,atla1278,Atlantic-Congo
ndra1239,Ndra'ngith,Australia,,,ndra1239,dgt,pama1250,Pama-Nyungan
orma1241,Orma,Africa,-1.79489,39.60749,orma1241,orc,afro1255,Afro-Asiatic
mato1253,Mato Grosso Arára,South America,-13.175,-55.869,mato1253,axg,,
waga1260,Wagaya,Australia,-20.329,137.623,waga1260,wga,pama1250,Pama-Nyungan
nucl1695,Bole,Africa,11.4839,11.2322,nucl1695,bol,afro1255,Afro-Asiatic
arbe1236,Arbëreshë Albanian,Eurasia,38.911,16.7164,arbe1236,aae,indo1319,Indo-European
cand1248,Candoshi-Shapra,South America,-4.23835,-76.9347,cand1248,cbu,,
dyan1250,Dyangadi,Australia,-30.8469,152.602,dyan1250,dyn,pama1250,Pama-Nyungan
west2443,Western Victoria,Australia,-34.13829932,143.6694397,west2443,,pama1250,Pama-Nyungan
ocai1244,Ocaina,South America,-2.159,-72.1422,ocai1244,oca,huit1251,Huitotoan
kuoo1238,Kuo,Africa,7.97771,15.4843,kuoo1238,xuo,atla1278,Atlantic-Congo
ligb1244,Ligbi,Africa,7.94291,-2.56353,ligb1244,lig,mand1469,Mande
faiw1243,Faiwol,Papunesia,-5.4967,141.656,faiw1243,fai,nucl1709,Nuclear Trans New Guinea
pitj1243,Pitjantjatjara,Australia,-26.9704,131.357,pitj1243,pjt,pama1250,Pama-Nyungan
anuf1239,Anufo,Africa,10.2839,0.56021,anuf1239,cko,atla1278,Atlantic-Congo
maor1246,Maori,Papunesia,-38.2881,176.541,maor1246,mri,aust1307,Austronesian
wapp1239,Wappo,North America,38.25,-122.5,wapp1239,wao,yuki1242,Yuki-Wappo
scot1243,Scots,Eurasia,55.886945,-3.710133,scot1243,sco,indo1319,Indo-European
pang1287,Pangwa,Africa,-9.96782,34.8039,pang1287,pbr,atla1278,Atlantic-Congo
siri1274,Siriano,South America,0.436515,-70.184,siri1274,sri,tuca1253,Tucanoan
igna1246,Ignaciano,South America,-15.1188,-65.3993,igna1246,ign,araw1281,Arawakan
ezha1238,Ezha,Africa,,,ezha1238,sgw,afro1255,Afro-Asiatic
colo1256,Tsafiki,South America,-0.21181,-79.2347,colo1256,cof,barb1265,Barbacoan
curr1243,Curripaco,South America,0.69618,-67.5028,curr1243,kpc,araw1281,Arawakan
niva1238,Nivaclé,South America,-22.8557,-61.7606,niva1238,cag,mata1289,Matacoan
nung1290,Wubuy,Australia,-14.2623,135.753,nung1290,nuy,gunw1250,Gunwinyguan
sout2790,Southern Birifor,Africa,9.2873,-2.72672,sout2790,biv,atla1278,Atlantic-Congo
gugu1253,Gugu Badhun,Australia,-18.4921,144.46,gugu1253,gdc,pama1250,Pama-Nyungan
siwu1238,Siwu,Africa,7.23811,0.44362,siwu1238,akp,atla1278,Atlantic-Congo
sout2697,South Azerbaijani,Eurasia,36.5137,48.4302,sout2697,azb,turk1311,Turkic
